,id,name,assetType,averageRating,category,createdAt,description,diciBackend,displayType,downloadCount,hideFromCatalog,hideFromDataJson,locked,newBackend,numberOfComments,oid,provenance,publicationAppendEnabled,publicationDate,publicationGroup,publicationStage,rowsUpdatedAt,rowsUpdatedBy,tableId,totalTimesRated,viewCount,viewLastModified,viewType,approvals,clientContext,grants,metadata,owner,rights,tableAuthor,tags,flags,modifyingViewUid,blobFilename,blobFileSize,blobId,blobMimeType,resourceName,queryString,rowIdentifierColumnId,externalId,indexUpdatedAt,rowClass,locale,iconUrl,disabledFeatureFlags,ratings
147,w2se-gny9,Elk Creek Seismic Waveforms 2010 (Part 5 of 7),file,0,National Institute for Occupational Safety and Health,1750887515,"Coal bursts (damaging seismic events in underground coal mines) pose a substantial threat to operations and mine workers. The underground coal mines in Colorado’s North Fork Valley (NFV) have experienced many coal bursts, often with distinct characteristics from those of other US coal mining regions. To better understand these events and manage their associated risks, the National Institute for Occupational Safety and Health undertook a long-term monitoring campaign at the Elk Creek Mine in the NFV. The monitoring efforts included a seismic network composed of both surface and underground sensors, borehole pressure cells (BPCs), instrumented support Cans, convergence monitors, ground condition surveys, and several other data sources. This dataset consists of the event waveform files from the seismic network for the 983,379 events that were detected during the monitoring campaign. The waveforms are stored in HDF5 files that are broken up by week. Within the HDF5 files, the data are organized by station id, event time, and channel. The amplitudes are velocity in meters/second.
 
This is download 6 of 48 and corresponds to the time range between November 29, 2010, and December 6, 2010.",False,blob,176,False,False,False,False,0,41409417,official,False,1751503219,19938537,published,1750887515,,19938537,0,94,1753310940,blobby,"[{'reviewedAt': 1753294531, 'reviewedAutomatically': True, 'state': 'approved', 'submissionId': 6996001, 'submissionObject': 'public_audience_request', 'submissionOutcome': 'change_audience', 'submittedAt': 1753294531, 'targetAudience': 'public', 'workflowId': 2100, 'submissionDetails': {'permissionType': 'READ'}, 'submissionOutcomeApplication': {'endedAt': 1753294531, 'failureCount': 0, 'startedAt': 1753294531, 'status': 'success'}, 'submitter': {'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz'}}]","{'clientContextVariables': [], 'inheritedVariables': {}}","[{'inherited': False, 'type': 'viewer', 'flags': ['public']}]","{'custom_fields': {'Common Core': {'Contact Email': 'mining@cdc.gov', 'Contact Name': 'NIOSH Mining Program', 'Program Code': '009:034', 'Bureau Code': '009:20'}}, 'availableDisplayTypes': ['table', 'fatrow', 'page']}","{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['read'],"{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['industry'],"['default', 'ownerMayBeContacted']",,elk_creek_wfs_2010_part5.zip,3653865656.0,f087339f-5fa1-4878-9e14-abbb1d7e35ce,application/x-zip-compressed,,,,,,,,,,
148,teft-bkkr,Elk Creek Seismic Waveforms 2010 (Part 4 of 7),file,0,National Institute for Occupational Safety and Health,1750887342,"Coal bursts (damaging seismic events in underground coal mines) pose a substantial threat to operations and mine workers. The underground coal mines in Colorado’s North Fork Valley (NFV) have experienced many coal bursts, often with distinct characteristics from those of other US coal mining regions. To better understand these events and manage their associated risks, the National Institute for Occupational Safety and Health undertook a long-term monitoring campaign at the Elk Creek Mine in the NFV. The monitoring efforts included a seismic network composed of both surface and underground sensors, borehole pressure cells (BPCs), instrumented support Cans, convergence monitors, ground condition surveys, and several other data sources. This dataset consists of the event waveform files from the seismic network for the 983,379 events that were detected during the monitoring campaign. The waveforms are stored in HDF5 files that are broken up by week. Within the HDF5 files, the data are organized by station id, event time, and channel. The amplitudes are velocity in meters/second.
 
This is download 5 of 48 and corresponds to the time range between November 1, 2010, and November 29, 2010.",False,blob,134,False,False,False,False,0,41409415,official,False,1751502847,19938536,published,1750887342,,19938536,0,88,1753310895,blobby,"[{'reviewedAt': 1753294351, 'reviewedAutomatically': True, 'state': 'approved', 'submissionId': 6995957, 'submissionObject': 'public_audience_request', 'submissionOutcome': 'change_audience', 'submittedAt': 1753294351, 'targetAudience': 'public', 'workflowId': 2100, 'submissionDetails': {'permissionType': 'READ'}, 'submissionOutcomeApplication': {'endedAt': 1753294351, 'failureCount': 0, 'startedAt': 1753294351, 'status': 'success'}, 'submitter': {'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz'}}]","{'clientContextVariables': [], 'inheritedVariables': {}}","[{'inherited': False, 'type': 'viewer', 'flags': ['public']}]","{'custom_fields': {'Common Core': {'Contact Email': 'mining@cdc.gov', 'Contact Name': 'NIOSH Mining Program', 'Program Code': '009:034', 'Bureau Code': '009:20'}}, 'availableDisplayTypes': ['table', 'fatrow', 'page']}","{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['read'],"{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['industry'],"['default', 'ownerMayBeContacted']",,elk_creek_wfs_2010_part4.zip,9530734540.0,6db2aacc-821d-4b73-87bf-76072addaabf,application/x-zip-compressed,,,,,,,,,,
149,cd8h-y37e,Elk Creek Seismic Waveforms 2010 (Part 3 of 7),file,0,National Institute for Occupational Safety and Health,1750884805,"Coal bursts (damaging seismic events in underground coal mines) pose a substantial threat to operations and mine workers. The underground coal mines in Colorado’s North Fork Valley (NFV) have experienced many coal bursts, often with distinct characteristics from those of other US coal mining regions. To better understand these events and manage their associated risks, the National Institute for Occupational Safety and Health undertook a long-term monitoring campaign at the Elk Creek Mine in the NFV. The monitoring efforts included a seismic network composed of both surface and underground sensors, borehole pressure cells (BPCs), instrumented support Cans, convergence monitors, ground condition surveys, and several other data sources. This dataset consists of the event waveform files from the seismic network for the 983,379 events that were detected during the monitoring campaign. The waveforms are stored in HDF5 files that are broken up by week. Within the HDF5 files, the data are organized by station id, event time, and channel. The amplitudes are velocity in meters/second.
 
This is download 4 of 48 and corresponds to the time range between September 27, 2010, and November 1, 2010.",False,blob,164,False,False,False,False,0,41409384,official,False,1751502708,19938510,published,1750884805,,19938510,0,67,1753310842,blobby,"[{'reviewedAt': 1753229646, 'reviewedAutomatically': True, 'state': 'approved', 'submissionId': 6987987, 'submissionObject': 'public_audience_request', 'submissionOutcome': 'change_audience', 'submittedAt': 1753229646, 'targetAudience': 'public', 'workflowId': 2100, 'submissionDetails': {'permissionType': 'READ'}, 'submissionOutcomeApplication': {'endedAt': 1753229646, 'failureCount': 0, 'startedAt': 1753229646, 'status': 'success'}, 'submitter': {'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz'}}]","{'clientContextVariables': [], 'inheritedVariables': {}}","[{'inherited': False, 'type': 'viewer', 'flags': ['public']}]","{'custom_fields': {'Common Core': {'Contact Email': 'mining@cdc.gov', 'Contact Name': 'NIOSH Mining Program', 'Program Code': '009:034', 'Bureau Code': '009:20'}}, 'availableDisplayTypes': ['table', 'fatrow', 'page']}","{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['read'],"{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['industry'],"['default', 'ownerMayBeContacted']",,elk_creek_wfs_2010_part3.zip,8295082931.0,ce371774-70af-4e6c-92f6-9fceadd3312c,application/x-zip-compressed,,,,,,,,,,
150,33xj-tdcv,Elk Creek Seismic Waveforms 2010 (Part 2 of 7),file,0,National Institute for Occupational Safety and Health,1750884734,"Coal bursts (damaging seismic events in underground coal mines) pose a substantial threat to operations and mine workers. The underground coal mines in Colorado’s North Fork Valley (NFV) have experienced many coal bursts, often with distinct characteristics from those of other US coal mining regions. To better understand these events and manage their associated risks, the National Institute for Occupational Safety and Health undertook a long-term monitoring campaign at the Elk Creek Mine in the NFV. The monitoring efforts included a seismic network composed of both surface and underground sensors, borehole pressure cells (BPCs), instrumented support Cans, convergence monitors, ground condition surveys, and several other data sources. This dataset consists of the event waveform files from the seismic network for the 983,379 events that were detected during the monitoring campaign. The waveforms are stored in HDF5 files that are broken up by week. Within the HDF5 files, the data are organized by station id, event time, and channel. The amplitudes are velocity in meters/second.
 
This is download 3 of 48 and corresponds to the time range between March 15, 2010, and September 27, 2010.",False,blob,168,False,False,False,False,0,41409381,official,False,1751502940,19938509,published,1750884734,,19938509,0,91,1753310797,blobby,"[{'reviewedAt': 1753227548, 'reviewedAutomatically': True, 'state': 'approved', 'submissionId': 6987835, 'submissionObject': 'public_audience_request', 'submissionOutcome': 'change_audience', 'submittedAt': 1753227548, 'targetAudience': 'public', 'workflowId': 2100, 'submissionDetails': {'permissionType': 'READ'}, 'submissionOutcomeApplication': {'endedAt': 1753227548, 'failureCount': 0, 'startedAt': 1753227548, 'status': 'success'}, 'submitter': {'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz'}}]","{'clientContextVariables': [], 'inheritedVariables': {}}","[{'inherited': False, 'type': 'viewer', 'flags': ['public']}]","{'custom_fields': {'Common Core': {'Contact Email': 'mining@cdc.gov', 'Contact Name': 'NIOSH Mining Program', 'Program Code': '009:034', 'Bureau Code': '009:20'}}, 'availableDisplayTypes': ['table', 'fatrow', 'page']}","{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['read'],"{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['industry'],"['default', 'ownerMayBeContacted']",,elk_creek_wfs_2010_part2.zip,9644295190.0,48735ab0-2732-4020-9f2e-082a1c53a0f0,application/x-zip-compressed,,,,,,,,,,
151,qg4n-ry9b,Elk Creek Seismic Waveforms 2010 (Part 1 of 7),file,0,National Institute for Occupational Safety and Health,1750884645,"Coal bursts (damaging seismic events in underground coal mines) pose a substantial threat to operations and mine workers. The underground coal mines in Colorado’s North Fork Valley (NFV) have experienced many coal bursts, often with distinct characteristics from those of other US coal mining regions. To better understand these events and manage their associated risks, the National Institute for Occupational Safety and Health undertook a long-term monitoring campaign at the Elk Creek Mine in the NFV. The monitoring efforts included a seismic network composed of both surface and underground sensors, borehole pressure cells (BPCs), instrumented support Cans, convergence monitors, ground condition surveys, and several other data sources. This dataset consists of the event waveform files from the seismic network for the 983,379 events that were detected during the monitoring campaign. The waveforms are stored in HDF5 files that are broken up by week. Within the HDF5 files, the data are organized by station id, event time, and channel. The amplitudes are velocity in meters/second.
 
This is download 2 of 48 and corresponds to the time range between January 4, 2010, and March 15, 2010.",False,blob,109,False,False,False,False,0,41409380,official,False,1751502685,19938508,published,1750884645,,19938508,0,88,1753310731,blobby,"[{'reviewedAt': 1753224711, 'reviewedAutomatically': True, 'state': 'approved', 'submissionId': 6987328, 'submissionObject': 'public_audience_request', 'submissionOutcome': 'change_audience', 'submittedAt': 1753224711, 'targetAudience': 'public', 'workflowId': 2100, 'submissionDetails': {'permissionType': 'READ'}, 'submissionOutcomeApplication': {'endedAt': 1753224711, 'failureCount': 0, 'startedAt': 1753224711, 'status': 'success'}, 'submitter': {'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz'}}]","{'clientContextVariables': [], 'inheritedVariables': {}}","[{'inherited': False, 'type': 'viewer', 'flags': ['public']}]","{'custom_fields': {'Common Core': {'Contact Email': 'mining@cdc.gov', 'Contact Name': 'NIOSH Mining Program', 'Program Code': '009:034', 'Bureau Code': '009:20'}}, 'availableDisplayTypes': ['table', 'fatrow', 'page']}","{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['read'],"{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['industry'],"['default', 'ownerMayBeContacted']",,elk_creek_wfs_2010_part1.zip,9765770534.0,6f891726-6237-40ae-ac35-7824e7cdd18f,application/x-zip-compressed,,,,,,,,,,
152,fcen-ampm,Elk Creek Seismic Waveforms 2009,file,0,National Institute for Occupational Safety and Health,1750884514,"Coal bursts (damaging seismic events in underground coal mines) pose a substantial threat to operations and mine workers. The underground coal mines in Colorado’s North Fork Valley (NFV) have experienced many coal bursts, often with distinct characteristics from those of other US coal mining regions. To better understand these events and manage their associated risks, the National Institute for Occupational Safety and Health undertook a long-term monitoring campaign at the Elk Creek Mine in the NFV. The monitoring efforts included a seismic network composed of both surface and underground sensors, borehole pressure cells (BPCs), instrumented support Cans, convergence monitors, ground condition surveys, and several other data sources. This dataset consists of the event waveform files from the seismic network for the 983,379 events that were detected during the monitoring campaign. The waveforms are stored in HDF5 files that are broken up by week. Within the HDF5 files, the data are organized by station id, event time, and channel. The amplitudes are velocity in meters/second.
 
This is download 1 of 48 and corresponds to the time range between November 8, 2009, and January 4, 2010.",False,blob,26,False,False,False,False,0,41409375,official,False,1751477569,19938503,published,1750884514,,19938503,0,107,1753310588,blobby,"[{'reviewedAt': 1753220255, 'reviewedAutomatically': True, 'state': 'approved', 'submissionId': 6987303, 'submissionObject': 'public_audience_request', 'submissionOutcome': 'change_audience', 'submittedAt': 1753220255, 'targetAudience': 'public', 'workflowId': 2100, 'submissionDetails': {'permissionType': 'READ'}, 'submissionOutcomeApplication': {'endedAt': 1753220255, 'failureCount': 0, 'startedAt': 1753220255, 'status': 'success'}, 'submitter': {'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz'}}]","{'clientContextVariables': [], 'inheritedVariables': {}}","[{'inherited': False, 'type': 'viewer', 'flags': ['public']}]","{'custom_fields': {'Common Core': {'Contact Email': 'mining@cdc.gov', 'Contact Name': 'NIOSH Mining Program', 'Program Code': '009:034', 'Bureau Code': '009:20'}}, 'availableDisplayTypes': ['table', 'fatrow', 'page']}","{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['read'],"{'id': 'sa4x-efz7', 'displayName': 'Shawn Boltz', 'screenName': 'Shawn Boltz', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",,"['default', 'ownerMayBeContacted']",,elk_creek_wfs_2009.zip,3558849733.0,b9a19183-5ac6-405c-8eff-9a765bda4bf5,application/x-zip-compressed,,,,,,,,,,
153,xa9f-vciy,Multi-walled carbon nanotubes activate the NLRP3 inflammasome-dependent pyroptosis in M1 macrophages,file,0,National Institute for Occupational Safety and Health,1750856139,Exposure to multi-walled carbon nanotubes (MWCNTs) induces inflammation leading to chronic lesions in mammalian lungs. The inflammatory response to MWCNTs involves the polarization of macrophages to M1 and M2 cells that regulate the initiation and resolution of inflammation in a time- and context-dependent manner. Here we investigated the effect of MWCNTs on polarized macrophages and their cell fate in cultured human monocytic THP-1 cells followed by polarization to M1 or M2 cells.,False,blob,79,False,False,False,False,0,41407806,official,False,1750857157,19937583,published,1750856139,,19937583,0,162,1768416883,blobby,"[{'reviewedAt': 1750857158, 'reviewedAutomatically': True, 'state': 'approved', 'submissionId': 6939972, 'submissionObject': 'public_audience_request', 'submissionOutcome': 'change_audience', 'submittedAt': 1750857158, 'targetAudience': 'public', 'workflowId': 2100, 'submissionDetails': {'permissionType': 'READ'}, 'submissionOutcomeApplication': {'endedAt': 1750857158, 'failureCount': 0, 'startedAt': 1750857158, 'status': 'success'}, 'submitter': {'id': '6gky-eu6y', 'displayName': 'kye1'}}]","{'clientContextVariables': [], 'inheritedVariables': {}}","[{'inherited': False, 'type': 'viewer', 'flags': ['public']}]","{'custom_fields': {'Common Core': {'Contact Email': 'sa-cin-webteam@cdc.gov', 'Contact Name': 'Receptor Biology Laboratory, Toxicology and Molecular Biology Branch, HELD, NIOSH; Bioanalytics Branch, HELD, NIOSH', 'Program Code': '009:034', 'Bureau Code': '009:20'}}, 'availableDisplayTypes': ['table', 'fatrow', 'page']}","{'id': 'p2ji-vjyr', 'displayName': 'GLENN DOYLE', 'screenName': 'GLENN DOYLE', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['read'],"{'id': 'p2ji-vjyr', 'displayName': 'GLENN DOYLE', 'screenName': 'GLENN DOYLE', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",,"['default', 'ownerMayBeContacted']",,Dataset.zip,337626.0,0eb7968e-4249-45b3-97c6-6e42b7db7a84,application/x-zip-compressed,,,,,,,,,,
154,89x6-rgq5,hcp_influenza,dataset,0,,1749829068,,False,table,266,False,False,False,True,0,41379260,official,False,1749829235,19923205,published,1749829224,,19923205,0,323,1749829235,tabular,"[{'reviewedAt': 1749829235, 'reviewedAutomatically': True, 'state': 'approved', 'submissionId': 6921165, 'submissionObject': 'public_audience_request', 'submissionOutcome': 'change_audience', 'submittedAt': 1749829235, 'targetAudience': 'public', 'workflowId': 2100, 'submissionDetails': {'permissionType': 'READ'}, 'submissionOutcomeApplication': {'endedAt': 1749829235, 'failureCount': 0, 'startedAt': 1749829235, 'status': 'success'}, 'submitter': {'id': '3ybg-3rxf', 'displayName': 'Ryan Sweigart'}}]","{'clientContextVariables': [], 'inheritedVariables': {}}","[{'inherited': False, 'type': 'viewer', 'flags': ['public']}]","{'custom_fields': {'Common Core': {'Contact Email': 'arpsp@cdc.gov', 'Contact Name': 'DHQP', 'Program Code': '009:028', 'Bureau Code': '009:20'}}, 'availableDisplayTypes': ['table', 'fatrow', 'page']}","{'id': '3ybg-3rxf', 'displayName': 'Ryan Sweigart', 'screenName': 'Ryan Sweigart', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['read'],"{'id': '3ybg-3rxf', 'displayName': 'Ryan Sweigart', 'screenName': 'Ryan Sweigart', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",,"['default', 'ownerMayBeContacted', 'restorable', 'restorePossibleForType']",,,,,,,,,,,,,,,
155,d9u6-mdu6,An aggregated dataset of day 3 post-inoculation viral titer measurements from influenza A virus-infected ferret tissues,dataset,0,National Center for Immunization and Respiratory Diseases,1747412793,"Data from influenza A virus (IAV) infected ferrets (Mustela putorius furo) provides invaluable information towards the study of novel and emerging viruses that pose a threat to human health. This gold standard animal model can recapitulate many clinical signs of infection present in IAV-infected humans, supports virus replication of human and zoonotic strains without prior adaptation, and permits evaluation of virus transmissibility by multiple modes. While ferrets have been employed in risk assessment settings for >20 years, results from this work are typically reported in discrete stand-alone publications, making aggregation of raw data from this work over time nearly impossible. Here, we describe a dataset of 351 ferrets inoculated with 110 unique IAV, conducted by a single research group (NCIRD/ID/IPB/Pathogenesis Laboratory Team) under a uniform experimental protocol. This collection of ferret tissue viral titer data on a per-individual ferret level represents a companion dataset to ‘An aggregated dataset of serially collected influenza A virus morbidity and titer measurements from virus-infected ferrets’. However, care must be taken when combining datasets at the level of individual animals (see PMID 40245007 for guidance in best practices for comparing datasets comprised of serially-collected and fixed-timepoint in vivo-generated data).

See publications using and describing data for more information:
Kieran TJ, Sun X, Tumpey TM, Maines TR, Belser JA. 2025. Spatial variation of infectious virus load in aggregated day 3 post-inoculation respiratory tract tissues from influenza A virus-infected ferrets. mSphere 10:e00346-25. https://doi.org/10.1128/msphere.00346-25. 

Kieran TJ, Sun X, Maines TR, Belser JA. 2025. Predictive models of influenza A virus lethal disease: insights from ferret respiratory tract and brain tissues. Scientific Reports, 15, 24342. https://doi.org/10.1038/s41598-025-09154-0.

Bullock TA, Pappas C, Uyeki TM, Brock N, Kieran TJ, Olsen SJ, Davis CD, Tumpey TM, Maines TR, Belser JA. 2025. The (digestive) path less traveled: influenza A virus and the gastrointestinal tract. mBio mBio 16:e01017-25. https://doi.org/10.1128/mbio.01017-25.

Kieran TJ, Sun X, Maines TR, Beauchemin CAA, Belser JA. 2024. Exploring associations between viral titer measurements and disease outcomes in ferrets inoculated with 125 contemporary influenza A viruses. J Virol98: e01661-23. https://doi.org/10.1038/s41597-024-03256-6

Related dataset:
Kieran TJ, Sun X, Creager HM, Tumpey TM, Maine TR, Belser JA. 2025. An aggregated dataset of serial morbidity and titer measurements from influenza A virus-infected ferrets. Sci Data, 11(1):510. https://doi.org/10.1038/s41597-024-03256-6

https://data.cdc.gov/National-Center-for-Immunization-and-Respiratory-D/An-aggregated-dataset-of-serially-collected-influe/cr56-k9wj/about_data

Other relevant publications for best practices on data handling and interpretation: 
Kieran TJ, Maines TR, Belser JA. 2025. Eleven quick tips to unlock the power of in vivo data science. PLoS Comput Biol, 21(4):e1012947. https://doi.org/10.1371/journal.pcbi.1012947

Kieran TJ, Maines TR, Belser JA. 2025. Data alchemy, from lab to insight: Transforming in vivo experiments into data science gold. PLoS Pathog, 20(8):e1012460. https://doi.org/10.1371/journal.ppat.1012460

Change / Update Log:
Mar 9, 2026: Added 3 viruses (A/Washington/239/2024, A/Colorado/137/2024, A/Puerto Rico/8/1934), n=18 new ferrets",False,table,846,False,False,False,True,0,41325880,official,False,1747414245,19895472,published,1773073786,bbf5-sb2t,19895472,0,826,1773074003,tabular,"[{'reviewedAt': 1751557469, 'reviewedAutomatically': True, 'state': 'approved', 'submissionId': 6955493, 'submissionObject': 'public_audience_request', 'submissionOutcome': 'change_audience', 'submittedAt': 1751557469, 'targetAudience': 'public', 'workflowId': 2100, 'submissionDetails': {'permissionType': 'READ'}, 'submissionOutcomeApplication': {'endedAt': 1751557469, 'failureCount': 0, 'startedAt': 1751557469, 'status': 'success'}, 'submitter': {'id': 'w3rx-xwec', 'displayName': 'QHB5@cdc.gov'}}]","{'clientContextVariables': [], 'inheritedVariables': {}}","[{'inherited': False, 'type': 'viewer', 'flags': ['public']}]","{'attachments': [{'filename': 'References for dataset 03092026.pdf', 'assetId': '4152c5f0-538f-4db6-8c99-40e0742901ac', 'name': 'References for dataset 03092026.pdf'}], 'custom_fields': {'Common Core': {'Contact Email': 'jax6@cdc.gov', 'Contact Name': 'Jessica Belser', 'Program Code': '009:026', 'Publisher': 'data.cdc.gov', 'Bureau Code': '009:20', 'Public Access Level': 'public'}}, 'rowLabel': 'Observation of an individual laboratory ferret (Mustela putorius furo) inoculated with influenza virus.', 'availableDisplayTypes': ['table', 'fatrow', 'page']}","{'id': 'w3rx-xwec', 'displayName': 'QHB5@cdc.gov', 'screenName': 'QHB5@cdc.gov', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}",['read'],"{'id': 'w3rx-xwec', 'displayName': 'QHB5@cdc.gov', 'screenName': 'QHB5@cdc.gov', 'type': 'interactive', 'flags': ['acceptedEula', 'mayBeStoriesCoOwner']}","['influenza', 'pathogenesis', 'ferret', 'animal model', 'risk assessment', 'in vivo', 'flu', 'virus', 'tissue', 'necropsy', 'ncird', 'ncird-id']","['default', 'ownerMayBeContacted', 'restorable', 'restorePossibleForType']",,,,,,,,,,,,,,,
156,s57w-7gbe,DQS National health spending: United States,dataset,0,National Center for Health Statistics,1747244538,"Data on national health spending in the United States, by type of spending and gross domestic product. Data are from Health, United States. SOURCE: Centers for Medicare & Medicaid Services, Office of the Actuary, National Health Statistics Group, National Health Expenditure Accounts. Search, visualize, and download these and other estimates from a wide range of health topics with the NCHS Data Query System (DQS), available from: https://www.cdc.gov/nchs/dataquery/index.htm.",False,table,537,False,False,False,True,0,41328341,official,False,1747650487,19893675,published,1780920879,jmit-3bpd,19896902,0,3003,1784137456,tabular,"[{'reviewedAt': 1750850279, 'reviewedAutomatically': True, 'state': 'approved', 'submissionId': 6939925, 'submissionObject': 'public_audience_request', 'submissionOutcome': 'change_audience', 'submittedAt': 1750850279, 'targetAudience': 'public', 'workflowId': 2100, 'submissionDetails': {'permissionType': 'READ'}, 'submissionOutcomeApplication': {'endedAt': 1750850279, 'failureCount': 0, 'startedAt': 1750850279, 'status': 'success'}, 'submitter': {'id': 'jmit-3bpd', 'displayName': 'Choppell Maxwell'}}]","{'clientContextVariables': [], 'inheritedVariables': {}}","[{'inherited': False, 'type': 'viewer', 'flags': ['public']}]","{'custom_fields': {'Data Quality': {'Footnotes': 'https://data.cdc.gov/dataset/DQS-Health-United-States-Dataset-Footnote-Lookup/9xt5-u42s', 'Suggested Citation': 'National Center for Health Statistics. Health, United States. Data accessed [Last accessed date]. Available from\xa0[URL].', 'Analytical Methods Reference': 'https://www.cdc.gov/nchs/hus/sources-definitions.htm'}, 'Common Core': {'Contact Email': 'cdcinfo@cdc.gov', 'Homepage': 'https://www.cdc.gov/nchs/hus', 'Contact Name': 'National Center for Health Statistics', 'Issued': '2021-11-17', 'Update Frequency': 'R/P1Y', 'Temporal Applicability': '1960/2024', 'Program Code': '009:020', 'Geographic Coverage': 'United States', 'Publisher': 'National Center for Health Statistics', 'Bureau Code': '009:20', 'Public Access Level': 'public'}}, 'rowLabel': 'Estimates of national health spending by number of dollars in billions, dollars per capita, and percent of U.S. GDP. ', 'availableDisplayTypes': ['table', 'fatrow', 'page']}","{'id': 'jmit-3bpd', 'displayName': 'Choppell Maxwell', 'screenName': 'Choppell Maxwell', 'type': 'interactive', 'flags': ['acceptedEula']}",['read'],"{'id': 'jmit-3bpd', 'displayName': 'Choppell Maxwell', 'screenName': 'Choppell Maxwell', 'type': 'interactive', 'flags': ['acceptedEula']}","['national health care spending', 'national health care expenditures', 'personal health care expenditures', 'personal health care spending', 'health consumption spending', 'health care', 'hospital care', 'physician and clinical services', 'dental services', 'home health care', 'nursing care facilities and continuing care retirement communities', 'prescription drugs', 'durable medical equipment', 'government administration of health insurance', 'net cost of health insurance', 'non-medical insurance', 'government public health activities', 'investment', 'research', 'structures and equipment', 'gross domestic product', 'gdp', 'national health expenditures accounts', 'nhea', 'bea', 'sdoh-access-to-health-care', 'sdoh-source-of-health-care', 'sdoh-use-of-health-care', 'sdoh-workplace', 'health us']","['default', 'ownerMayBeContacted', 'restorable', 'restorePossibleForType']",,,,,,,,,,,,,,,
